County,SalesTax,Location 1
Ozark County,0.06725,"Rockbridge
(43.447717, -90.363093)"
Clay County,0.06725,"Randolph
(42.162583, -71.041328)"
Christian County,0.07725,"Sparta
(43.944411, -90.810923)"
Scott County,0.06225,"Morley
(37.040819, -89.61088)"
New Madrid County,0.08725,"New Madrid
(36.586224, -89.527062)"
Jackson County,0.0835,"Pleasant Hill
(37.948004, -122.060268)"
Jefferson County,0.0685,"Valles Mines
(38.041901, -90.499702)"
Polk County,0.076,"Pleasant Hope
(37.462336, -93.272917)"
Lafayette County,0.0835,"Odessa
(31.849462, -102.374677)"
Ralls County,0.08725,"New London
(41.355167, -72.099561)"
Platte County,0.08975,"Kansas City Park Plaza Tdd
(39.099792, -94.578559)"
Jefferson County,0.071,"Imperial Rock Community Fire Protection District
(44.833457, -93.054861)"
Cole County,0.05725,"Osage City
(38.552502, -92.032204)"
Cole County,0.05725,"Lohman
(48.589699, -109.404404)"
Linn County,0.06225,"New Boston
(42.976258, -71.691465)"
St Clair County,0.061,"Osceola
(38.051019, -93.694619)"
St Louis County,0.08363,"Marlborough
(42.346946, -71.547181)"
Wright County,0.076,"Mountain Grove
(37.130935, -92.263332)"
Cass County,0.08975,"Raymore
(38.804127, -94.452924)"
Boone County,0.05975,"Prathersville
(39.316902, -94.272557)"
St Louis County,0.08113,"Pacific (x1)
(41.699322, -73.921694)"
Cooper County,0.06225,"Pleasant Green
(40.733002, -112.093498)"
Jackson County,0.066,"Levasy
(39.133546, -94.131669)"
Bollinger County,0.0585,"Sturdivant
(37.0494, -90.013901)"
St Charles County,0.0795,"Ofallon
(38.590174, -89.910865)"
St Louis County,0.08363,"Twin Oaks (x1)
(34.687359, -90.375873)"
Lewis County,0.0835,"La Grange
(29.905588, -96.876663)"
Jackson County,0.066,"River Bend
(36.756901, -119.5103)"
Greene County,0.081,"Springfield Kansas Battlefield Cid
(39.79936, -89.643624)"
St Louis County,0.08113,"Valley Park
(38.548912, -90.493926)"
Dunklin County,0.05225,"Hollywood
(34.098301, -118.325798)"
Camden County,0.05475,"Osceola Township
(41.030092, -93.725981)"
Texas County,0.061,"Tyrone
(40.678672, -78.246157)"
Dunklin County,0.061,"Hornersville
(36.037404, -90.114339)"
Dent County,0.05475,"Jadwin
(37.486698, -91.570801)"
Clay County,0.07725,"Holt
(42.640311, -84.515306)"
Newton County,0.0535,"Racine
(42.726126, -87.789462)"
Mcdonald County,0.07725,"Pineville
(31.333403, -92.414311)"
Lawrence County,0.0535,"Stotts City
(37.102631, -93.949451)"
St Louis County,0.08613,"University City
(38.66449, -90.332186)"
Schuyler County,0.08725,"Queen City
(33.148729, -94.150445)"
Monroe County,0.06225,"Stoutsville
(39.604819, -82.825269)"
Scott County,0.07475,"Miner
(45.1992, -110.907799)"
Jackson County,0.0885,"Lees Summit Raintree Lake Village Tdd
(37.977093, -103.544031)"
Barry County,0.07725,"Monett East Highway 60 Cid
(32.376547, -86.299651)"
Jackson County,0.086,"Independence Independence Events Center Cid
(37.232351, -95.706596)"
St Louis County,0.08613,"Richmond Heights
(38.625847, -90.320346)"
St Louis County,0.08363,"Sunset Hills (x1)
(42.814219, -73.944103)"
St Louis County,0.08363,"Overland
(38.694132, -90.363224)"
Cass County,0.09225,"Raymore Hubach Hill Rd And N Cass Pkwy Tdd
(40.5672, -124.134399)"
Laclede County,0.08413,"Lebanon Fountains Cid
(40.339785, -76.426335)"
Christian County,0.0835,"Republic
(48.647662, -118.738072)"
St Louis County,0.07613,"Pasadena Park
(38.70978, -90.297786)"
Dunklin County,0.07475,"Malden
(42.426499, -71.073534)"
Howell County,0.07162,"Mountain View
(37.39008, -122.08139)"
Lewis County,0.0735,"Maywood
(33.994293, -118.18904)"
St Louis County,0.08363,"Town And Country (x2)
(43.016642, -78.878854)"
Jasper County,0.0545,"Prosperity
(40.049047, -80.300713)"
Clinton County,0.06725,"Lathrop
(37.819101, -121.284347)"
Lewis County,0.0735,"Monticello
(37.9967, -78.478302)"
St Charles County,0.0895,"Ofallon Hutchings Farm Tdd
(38.590174, -89.910865)"
Chariton County,0.061,"Triplett
(39.497863, -93.194727)"
Ray County,0.08225,"Orrick
(39.215004, -94.12765)"
Madison County,0.06225,"Junction City
(39.02829, -96.837231)"
Callaway County,0.07725,"Kingdom City
(38.941252, -91.940411)"
St Louis City,0.09679,"St Louis Orpheum Theatre Cid
(38.630276, -90.200309)"
St Louis County,0.09113,"Valley Park (t2x6) Meramec Station Rd & Hwy 141 Tdd
(41.478143, -87.055372)"
Scott County,0.05225,"Rockview
(37.617802, -81.5392)"
Gasconade County,0.061,"Stony Hill
(35.9814, -78.612198)"
Lewis County,0.0835,"Lewistown
(47.062617, -109.430168)"
Platte County,0.071,"Northmoor
(39.183917, -94.605825)"
St Charles County,0.0695,"Josephville
(38.837153, -90.795388)"
Caldwell County,0.06725,"Nettleton
(34.082766, -88.622285)"
Polk County,0.056,"Polk
(41.311699, -87.608299)"
Platte County,0.09475,"Kansas City Platte County Mo S Ii Tdd
(39.099792, -94.578559)"
Schuyler County,0.07225,"Lancaster
(40.039401, -76.307078)"
Boone County,0.07975,"Sturgeon
(47.77663, -92.868706)"
Gasconade County,0.061,"Swiss
(42.026307, -87.754692)"
Howell County,0.05162,"South Fork
(39.426102, -123.726097)"
Audrain County,0.0885,"Mexico
(39.170285, -91.87336)"
Dent County,0.05475,"Lecoma
(37.7761, -91.730797)"
St Louis County,0.07113,"Sycamore Hills
(38.702965, -90.35057)"
Lincoln County,0.07475,"Silex
(35.500599, -93.214996)"
Camden County,0.07975,"Sunrise Beach
(30.59944, -98.409721)"
Greene County,0.081,"Springfield Downtown Springfield Cid
(39.79936, -89.643624)"
New Madrid County,0.08225,"Portageville
(36.424273, -89.697424)"
Andrew County,0.08425,"Savannah
(32.08059, -81.090103)"
Ozark County,0.06725,"Longrun
(38.231701, -85.424202)"
New Madrid County,0.08725,"Matthews
(35.118275, -80.72021)"
St Louis County,0.09113,"Manchester South Manchester Tdd
(42.990926, -71.463091)"
Jasper County,0.08075,"Joplin
(37.087628, -94.512248)"
Jasper County,0.0795,"Sarcoxie
(37.067883, -94.126366)"
Franklin County,0.07975,"Oak Grove (village)
(38.222861, -91.152328)"
Washington County,0.07225,"Old Mines
(38.015301, -90.755798)"
Christian County,0.09975,"Ozark Town & Country Village Tdd And Town & Country Village Cid
(42.885145, -87.908341)"
Franklin County,0.08475,"Sullivan
(43.014788, -72.227208)"
Linn County,0.06225,"St Catharine
(39.795799, -92.993599)"
Vernon County,0.07725,"Nevada
(37.837233, -94.359373)"
Randolph County,0.05975,"Roanoke
(37.270496, -79.940581)"
St Louis City,0.09679,"St Louis Loughborough Commons Cid
(38.630276, -90.200309)"
Dade County,0.06475,"Pennsboro
(39.282766, -80.965463)"
Carter County,0.05725,"Hunter
(39.493179, -84.291632)"
St Louis City,0.09679,"St Louis Euclid Buckingham Tdd
(38.630276, -90.200309)"
New Madrid County,0.07225,"Howardville
(36.569039, -89.597854)"
Miller County,0.06725,"Tuscumbia
(34.736353, -87.703492)"
St Louis County,0.08613,"Olivette
(38.672495, -90.37579)"
Iron County,0.06225,"Middle Brook
(38.05084, -79.216524)"
Shannon County,0.06725,"Summersville
(38.281177, -80.852525)"
Jasper County,0.0545,"Lakeside
(32.857367, -116.921377)"
Washington County,0.07225,"Mineral Point
(42.862366, -90.187289)"
New Madrid County,0.08725,"Marston
(36.518961, -89.605066)"
Pemiscot County,0.06725,"Holland
(42.751561, -86.096297)"
Jackson County,0.056,"Tarsney Lakes
(38.949699, -94.203598)"
Buchanan County,0.087,"St Joseph
(39.768194, -94.848164)"
Franklin County,0.08975,"Parkway
(38.50778, -121.450458)"
Taney County,0.071,"Kirbyville
(40.474201, -75.858902)"
Taney County,0.061,"Point Lookout
(40.592088, -73.582624)"
St Louis City,0.09679,"St Louis City Hospital Powerhouse Cid
(38.630276, -90.200309)"
Platte County,0.071,"Parkville
(39.384497, -76.552991)"
Washington County,0.08225,"Irondale
(33.536183, -86.710163)"
Gentry County,0.05225,"Mcfall
(40.111995, -94.222171)"
Clay County,0.07225,"Lawson
(39.438229, -94.203076)"
Randolph County,0.09475,"Moberly Moberly Crossing Cid
(39.421755, -92.433556)"
Texas County,0.061,"Huggins
(37.320331, -92.197758)"
St Louis County,0.07613,"Uplands Park
(38.693331, -90.2844)"
Lincoln County,0.08475,"Troy
(42.727684, -73.691059)"
Greene County,0.081,"Springfield Northwest Area Cid
(39.79936, -89.643624)"
Pike County,0.06225,"Paynesville
(37.331699, -81.8908)"
Putnam County,0.06225,"Lucerne
(39.095041, -122.800711)"
Monroe County,0.05725,"Holliday
(39.0383, -94.8078)"
St Louis County,0.08363,"Jennings (t7)
(38.728641, -90.267433)"
Jefferson County,0.0735,"Parkdale
(38.486099, -105.3722)"
Shannon County,0.05225,"Round Spring
(37.280602, -91.411102)"
Pemiscot County,0.06725,"Peach Orchard
(33.417767, -82.048286)"
Pettis County,0.081,"Sedalia
(38.704529, -93.236542)"
Jackson County,0.0885,"Lees Summit Douglas Square Tdd
(37.977093, -103.544031)"
Henry County,0.05675,"Tightwad
(38.309658, -93.546592)"
St Louis County,0.09613,"Richmond Heights (t2) Francis Place Tdd
(37.540759, -77.433932)"
Mississippi County,0.05975,"Pinhook
(41.5639, -86.855797)"
Buchanan County,0.05825,"Rushville
(40.120628, -90.563561)"
Camden County,0.05475,"Roach
(35.6408, -115.358299)"
St Charles County,0.0895,"Ofallon Kingsmill Tdd
(38.590174, -89.910865)"
St Louis City,0.09679,"St Louis 840 East Taylor Cid
(38.630276, -90.200309)"
Perry County,0.061,"Longtown
(35.239166, -95.513008)"
Vernon County,0.05225,"Milo
(41.19239, -89.582364)"
St Louis County,0.08113,"Oakland
(37.804828, -122.27248)"
Ralls County,0.09225,"Monroe City
(41.916455, -83.397536)"
Barton County,0.05725,"Kenoma
(47.383301, -92.604202)"
Holt County,0.08225,"Mound City
(37.084887, -89.163082)"
Stone County,0.05975,"Ponce De Leon
(30.723672, -85.942532)"
St Louis County,0.08613,"Valley Park (t3) Route 141 Marshall Road Cid
(41.478143, -87.055372)"
Ozark County,0.06725,"Pontiac
(40.881194, -88.628678)"
Madison County,0.06225,"Mine La Motte
(37.615105, -90.289962)"
St Louis City,0.10679,"St Louis Crowne Plaza Cid And Crowne Plaza Tdd
(38.630276, -90.200309)"
Laclede County,0.06413,"Stoutland
(37.814546, -92.515588)"
St Louis County,0.08113,"Valley Park (t3)
(41.478143, -87.055372)"
Miller County,0.05725,"Kaiser
(38.133598, -92.589699)"
Ozark County,0.06725,"Thornfield
(36.708973, -92.658888)"
Barton County,0.05725,"Iantha
(37.516899, -94.397499)"
St Francois County,0.0635,"Knob Lick
(37.675301, -90.367203)"
St Louis City,0.10679,"St Louis 1225 Washington Cid And 1225 Washington Tdd
(38.630276, -90.200309)"
Newton County,0.0535,"Ritchey
(36.944113, -94.185059)"
Jackson County,0.08975,"Independence 39th Street Tdd And Independence Events Center Cid
(37.232351, -95.706596)"
Ralls County,0.06725,"Ilasco
(39.671398, -91.3106)"
Jackson County,0.061,"Lake Tapawingo
(39.021115, -94.310505)"
Nodaway County,0.07225,"Hopkins
(44.924392, -93.413946)"
Caldwell County,0.07725,"Kidder
(45.882126, -97.712581)"
St Louis City,0.09679,"St Louis Soda Fountain Square Cid
(38.630276, -90.200309)"
Stoddard County,0.05413,"Messler
(37.066101, -89.803299)"
St Louis County,0.09363,"Northwoods North Oaks Plaza Cid
(42.700543, -73.108704)"
Cole County,0.06725,"Taos
(36.407235, -105.573366)"
Andrew County,0.06425,"Rea
(40.061788, -94.764412)"
Clay County,0.091,"Liberty Blue Jay Crossing Cid
(39.244739, -94.418465)"
St Louis City,0.10679,"St Louis Railway Exchange Building Cid Railway Exchange Building Tdd
(38.630276, -90.200309)"
Butler County,0.06225,"Neelyville
(36.561611, -90.5119)"
Scott County,0.06225,"Kelso
(46.14463, -122.911411)"
New Madrid County,0.09225,"Sikeston
(36.881087, -89.586197)"
Lincoln County,0.07975,"Old Monroe
(38.932453, -90.747599)"
Newton County,0.07975,"Joplin
(37.087628, -94.512248)"
Ripley County,0.08225,"Naylor
(36.574764, -90.611413)"
Newton County,0.0785,"Seneca
(34.685218, -82.949834)"
Greene County,0.086,"Springfield Airport Plaza Cid
(39.79936, -89.643624)"
Jackson County,0.056,"Sibley
(47.216105, -97.964363)"
Pike County,0.08475,"Louisiana
(39.44358, -91.060313)"
Pulaski County,0.08225,"St Robert
(37.828394, -92.177303)"
Gentry County,0.06725,"Stanberry
(40.212978, -94.538695)"
St Louis County,0.09113,"Valley Park (x6) Meramec Station Rd & Hwy 141 Tdd
(41.478143, -87.055372)"
St Louis County,0.08113,"Valley Park (t1)
(41.478143, -87.055372)"
Jackson County,0.0785,"Unity Village
(38.95125, -94.394921)"
Crawford County,0.086,"Sullivan
(43.014788, -72.227208)"
Platte County,0.081,"Northmoor Northmoor Associates Cid
(42.31952, -72.629756)"
Jackson County,0.096,"Oak Grove Bridgewood Plaza Cid
(41.411772, -90.57056)"
Jackson County,0.0885,"Lees Summit Raintree 150 Center Cid
(37.977093, -103.544031)"
Sullivan County,0.06975,"Reger
(40.143902, -93.192497)"
Cole County,0.06725,"St Thomas
(18.341246, -64.932804)"
St Louis County,0.08363,"Kinloch (t1)
(38.740626, -90.324877)"
Jackson County,0.056,"Laurel Heights
(38.911326, -122.609264)"
Montgomery County,0.06975,"Mckittrick
(35.296746, -119.625479)"
St Louis County,0.09113,"Jennings (t4) Jennings Station Cid
(38.728641, -90.267433)"
Iron County,0.08225,"Ironton
(38.531473, -82.677901)"
St Charles County,0.0895,"Ofallon Belleau Cid
(38.590174, -89.910865)"
Jefferson County,0.066,"Sulphur Springs
(33.141614, -95.600817)"
Reynolds County,0.05725,"Sweetwater
(32.470612, -100.407381)"
Bates County,0.06225,"Rockville
(39.08419, -77.152896)"
Clay County,0.07225,"Smithville
(30.010138, -97.163379)"
Jackson County,0.08975,"Kansas City Waldo Cid
(39.099792, -94.578559)"
Phelps County,0.0735,"Newburg
(43.430709, -88.037484)"
Pike County,0.06225,"New Hartford
(43.869797, -91.46743)"
St Charles County,0.0895,"Ofallon Waterbury Storm Water Cid
(38.590174, -89.910865)"
St Charles County,0.087,"Lake St Louis Hawk Ridge Tdd
(48.014996, -122.064007)"
Barry County,0.08475,"Seligman
(35.327465, -112.879215)"
Hickory County,0.05725,"Pittsburg
(38.020793, -121.887831)"
Mcdonald County,0.06225,"Tiff City
(36.668413, -94.616957)"
Greene County,0.086,"Springfield James River Commons Cid
(39.79936, -89.643624)"
Boone County,0.06475,"Huntsdale
(38.911635, -92.472397)"
Cass County,0.09975,"Raymore East Gateway Tdd
(39.267502, -121.537804)"
Bates County,0.05225,"Passaic
(40.859885, -74.12484)"
Caldwell County,0.06725,"Mirabile
(39.615563, -94.141119)"
Pulaski County,0.09225,"St Robert Ehrhardt Properties Tdd
(42.108255, -72.079639)"
St Louis City,0.10679,"St Louis City Hospital Rpa 2 Phase 1 Cdd And City Hospital Laundry Tdd
(38.630276, -90.200309)"
St Louis County,0.08113,"Valley Park (x2)
(41.478143, -87.055372)"
Oregon County,0.08225,"Thayer
(41.209702, -97.497498)"
Barton County,0.05725,"Mindenmines
(37.474103, -94.588957)"
Pulaski County,0.05975,"Swedeborg
(37.913898, -92.331703)"
Audrain County,0.0785,"Vandiver
(39.163311, -91.843222)"
Wayne County,0.05725,"Mcgee
(37.074402, -90.195602)"
Perry County,0.061,"Mcbride
(33.935299, -96.633102)"
Washington County,0.07225,"Tiff
(38.019199, -90.652802)"
Holt County,0.06725,"New Point
(39.3097, -85.329201)"
Polk County,0.07225,"Humansville
(37.795489, -93.575641)"
St Louis City,0.09679,"St Louis Loop Trolley Tdd
(38.630276, -90.200309)"
St Louis County,0.08613,"Normandy
(38.703845, -90.296013)"
Jefferson County,0.066,"Kohler City
(25.130444, -80.406532)"
Jackson County,0.086,"Oak Grove
(41.411772, -90.57056)"
St Louis County,0.08613,"Richmond Heights (t2)
(37.540759, -77.433932)"
Greene County,0.08725,"Rogersville Logan Estates Cid
(36.333493, -94.12568)"
Daviess County,0.06225,"Lock Springs
(39.849491, -93.778019)"
St Louis County,0.08613,"Maplewood
(45.006411, -93.025193)"
Monroe County,0.08225,"Paris
(35.292105, -93.729922)"
Cape Girardeau County,0.05225,"Old Appleton
(37.593401, -89.710503)"
St Louis County,0.09613,"Maplewood Hanley Rd Corridor Tdd
(45.006411, -93.025193)"
Platte County,0.07975,"Platte City
(43.387197, -98.844782)"
Carter County,0.07225,"Van Buren
(35.436742, -94.347781)"
Clinton County,0.06725,"Trimble
(37.390301, -107.845802)"
Jefferson County,0.071,"Imperial Antonia Fire Protection District
(44.833457, -93.054861)"
Greene County,0.07725,"Rogersville
(36.407893, -83.007123)"
Jasper County,0.0745,"Jasper
(38.391483, -86.931758)"
Cass County,0.05975,"Lake Annette
(38.653596, -94.507819)"
Greene County,0.101,"Springfield Downtown Springfield Cid And Heers Tower Cid And Heers Tower Tdd
(39.79936, -89.643624)"
Greene County,0.06975,"Strafford
(40.0508, -75.404701)"
Morgan County,0.07225,"Stover
(38.442793, -92.988766)"
Ray County,0.07725,"Lawson
(39.438229, -94.203076)"
Madison County,0.08225,"Marquand
(37.4295, -90.167222)"
Audrain County,0.0685,"Rush Hill
(39.21198, -91.724192)"
St Charles County,0.0895,"St Peters Suemandy Drive Two Cid
(27.772069, -82.638488)"
St Louis County,0.09613,"Maplewood (t2) Hanley Rd Corridor Tdd
(45.006411, -93.025193)"
Grundy County,0.05725,"Tindall
(37.003899, -80.338097)"
Jackson County,0.08975,"Kansas City 1200 Main/south Loop Tdd
(39.099792, -94.578559)"
St Louis County,0.08113,"Valley Park (x6)
(41.478143, -87.055372)"
Lawrence County,0.076,"Miller
(44.515793, -98.990392)"
St Louis County,0.08363,"Manchester (x1)
(42.990926, -71.463091)"
Knox County,0.06725,"Knox City
(48.340109, -99.690677)"
Johnson County,0.07975,"Holden
(42.350553, -71.862024)"
Cass County,0.09475,"Raymore Jeter Farm Cid
(39.267502, -121.537804)"
Montgomery County,0.06475,"Mineola
(40.74607, -73.63462)"
St Louis County,0.08363,"Sunset Hills (x2)
(42.814219, -73.944103)"
Shelby County,0.06725,"Leonard
(38.082802, -80.403603)"
Jefferson County,0.0685,"Horine
(38.264337, -90.430822)"
Clay County,0.096,"Kansas City 210 Hwy Tdd
(39.099792, -94.578559)"
St Louis County,0.08363,"Town And Country
(38.626799, -90.483135)"
Dunklin County,0.07225,"Senath
(36.134081, -90.15919)"
Warren County,0.06225,"Treloar
(38.644402, -91.187798)"
St Charles County,0.0895,"Lake St Louis Meadows Tdd
(48.014996, -122.064007)"
Knox County,0.06725,"Plevna
(40.535801, -85.976097)"
Franklin County,0.06975,"Moselle
(38.3867, -90.897797)"
Oregon County,0.06225,"Thomasville
(35.88318, -80.081834)"
Bollinger County,0.0585,"Patton
(37.691898, -80.487801)"
Callaway County,0.05725,"Millersburg
(40.538678, -76.960262)"
Harrison County,0.05475,"New Hampton
(43.607286, -71.658014)"
Jackson County,0.08475,"Kansas City
(39.099792, -94.578559)"
Pike County,0.06225,"Tarrant Village
(40.220572, -74.759709)"
St Louis County,0.08613,"Maplewood (t1)
(45.006411, -93.025193)"
Greene County,0.076,"Springfield
(39.79936, -89.643624)"
Douglas County,0.06225,"Squires
(36.851612, -92.62666)"
Macon County,0.0835,"La Plata
(36.934278, -108.190885)"
St Louis County,0.08613,"Maplewood (t2)
(45.006411, -93.025193)"
New Madrid County,0.06225,"Jaywye
(36.482498, -89.701103)"
Phelps County,0.0785,"St James
(45.750844, -85.514929)"
Jackson County,0.0935,"Raytown Raytown Crossing Cid
(39.8083, -75.473099)"
St Louis County,0.08113,"Valley Park (x3)
(41.478143, -87.055372)"
Stone County,0.06975,"Hurley
(46.449855, -90.181805)"
Crawford County,0.091,"Steelville
(37.968157, -91.354813)"
Camden County,0.07975,"Laurie
(38.196361, -92.828965)"
Audrain County,0.0885,"Laddonia
(39.243101, -91.64548)"
Texas County,0.071,"Plato
(37.503593, -92.222956)"
Jackson County,0.08975,"Kansas City 39th Street Cid
(39.099792, -94.578559)"
St Louis County,0.07613,"Riverview
(38.5825, -75.275002)"
Lawrence County,0.0735,"Monett
(36.92085, -93.923316)"
Pulaski County,0.08475,"Richland
(46.280452, -119.273684)"
Clay County,0.091,"Liberty Liberty Triangle Shopping Center Cid
(39.244739, -94.418465)"
St Louis City,0.10679,"St Louis 2017 Chouteau Cid
(38.630276, -90.200309)"
Pettis County,0.05725,"Hughesville
(41.240167, -76.731256)"
Nodaway County,0.086,"Maryville
(40.346095, -94.872948)"
Clark County,0.06725,"St Patrick
(40.263706, -91.62728)"
Franklin County,0.06475,"Spring Bluff
(31.1056, -81.629997)"
Texas County,0.061,"Success
(44.53785, -71.090496)"
Jackson County,0.08725,"Independence Crackerneck Creek Tdd
(37.232351, -95.706596)"
Clay County,0.091,"Liberty Rogers Plaza Cid
(39.244739, -94.418465)"
Saline County,0.076,"Marshall
(35.907376, -92.626233)"
Cedar County,0.08475,"Stockton
(37.957541, -121.292451)"
Dent County,0.0735,"Salem
(44.939016, -123.039307)"
Laclede County,0.05413,"Sleeper
(37.760601, -92.592796)"
Stone County,0.06475,"Lampe
(36.563676, -93.438331)"
Jackson County,0.08975,"Kansas City Westport Cid
(39.099792, -94.578559)"
Jackson County,0.08975,"Kansas City Landing Mall Cid
(39.099792, -94.578559)"
Iron County,0.08225,"Pilot Knob
(43.5158, -73.6297)"
Randolph County,0.05975,"Jacksonville
(30.325968, -81.65676)"
St Louis City,0.09679,"St Louis 1201 Washington Cid
(38.630276, -90.200309)"
Dekalb County,0.06725,"Osborn
(32.7556, -80.346397)"
Lafayette County,0.0885,"Oak Grove
(41.411772, -90.57056)"
Platte County,0.09475,"Kansas City Tuileries Plaza Tdd
(39.099792, -94.578559)"
Scotland County,0.06475,"Memphis
(35.143378, -90.052136)"
Cole County,0.08725,"Jefferson City Us Hwy 50/63 & City View Tdd
(38.577896, -92.187689)"
Hickory County,0.05725,"Quincy
(39.93553, -91.388754)"
Shannon County,0.05225,"Montier
(36.987391, -91.575545)"
Saline County,0.056,"Napton
(39.052799, -93.083603)"
Sullivan County,0.06975,"Osgood
(40.337851, -84.495222)"
Pulaski County,0.09225,"St Robert Farris Family Tdd
(42.108255, -72.079639)"
Mercer County,0.06475,"Mill Grove
(42.9436, -78.553101)"
Jackson County,0.08975,"Independence 39th Street Tdd And Crackerneck Creek Tdd
(37.232351, -95.706596)"
St Louis County,0.08363,"Jennings (t3)
(38.728641, -90.267433)"
Franklin County,0.06975,"Piney Park
(26.006156, -80.279747)"
Taney County,0.061,"Kissee Mills
(36.683892, -93.049604)"
Jackson County,0.0935,"Raytown Raytown Hwy 350 Tdd And Hwy 350 Cid
(39.8083, -75.473099)"
Hickory County,0.06725,"Preston
(42.096235, -111.876643)"
St Louis City,0.09679,"St Louis The Grove Cid
(38.630276, -90.200309)"
St Louis County,0.09363,"Marlborough Watson-laclede Station Road Cid
(41.507347, -87.363432)"
Taney County,0.061,"Powersite
(36.655602, -93.121101)"
Wayne County,0.05725,"Patterson
(37.471373, -121.130519)"
Jefferson County,0.086,"Kimmswick
(38.36625, -90.364758)"
Sullivan County,0.06975,"Pollock
(31.524683, -92.407578)"
Carroll County,0.05475,"Tina
(39.536163, -93.439854)"
Phelps County,0.076,"Rolla
(37.951497, -91.772551)"
Clay County,0.086,"Kansas City Flintlock Plaza Cid
(39.099792, -94.578559)"
Ralls County,0.08225,"Perry
(36.289708, -97.285801)"
Atchison County,0.08475,"Tarkio
(40.440427, -95.387706)"
Christian County,0.08975,"Ozark Ozark Centre Tdd
(42.885145, -87.908341)"
Warren County,0.07725,"Marthasville
(38.628324, -91.055216)"
Oregon County,0.06225,"Myrtle
(46.496899, -116.724998)"
Christian County,0.06975,"Saddlebrooke
(36.826577, -93.208731)"
Butler County,0.07725,"Poplar Bluff
(36.764901, -90.402334)"
Wayne County,0.05725,"Silva
(37.996399, -75.461098)"
Monroe County,0.05725,"Middle Grove
(43.089699, -73.918297)"
St Louis County,0.08363,"Manchester (t1)
(42.990926, -71.463091)"
Osage County,0.06475,"Koeltztown
(38.324699, -92.041901)"
St Louis City,0.09679,"St Louis Georgian Square Cid
(38.630276, -90.200309)"
Cape Girardeau County,0.05225,"Oak Ridge
(36.012014, -84.265534)"
Barton County,0.05725,"Lamar Heights
(37.493742, -94.29818)"
Clay County,0.07225,"Sugar Creek
(40.507902, -81.638847)"
Ripley County,0.06225,"Poynor
(32.075393, -95.599641)"
Dallas County,0.06225,"Louisburg
(36.099177, -78.294776)"
Andrew County,0.06425,"Rosendale
(41.842138, -74.079047)"
Miller County,0.07725,"Iberia
(40.670535, -82.843482)"
Chariton County,0.061,"Rothville
(39.653373, -93.064319)"
Clay County,0.08225,"Oakview
(34.396834, -119.299612)"
Jackson County,0.0885,"Lees Summit Douglas Station Tdd
(37.977093, -103.544031)"
Lewis County,0.0735,"New Court Village
(40.740616, -75.311925)"
Callaway County,0.07225,"New Bloomfield
(40.41971, -77.187194)"
Worth County,0.061,"Sheridan
(44.795434, -106.955897)"
Clark County,0.06725,"Luray
(38.665593, -78.464542)"
St Louis County,0.08238,"Moline Acres (t1) St Cyr Rd Tdd
(47.509384, -111.190689)"
Clinton County,0.07225,"Plattsburg
(39.563836, -94.458177)"
Christian County,0.05975,"Spokane
(47.658999, -117.425022)"
Franklin County,0.06475,"St Albans
(40.694761, -73.76692)"
Ozark County,0.06725,"Sycamore
(41.988817, -88.68686)"
New Madrid County,0.07225,"Risco
(36.553467, -89.819203)"
Monroe County,0.05725,"Santa Fe
(35.692133, -105.939593)"
Dent County,0.05475,"Lake Spring
(37.782501, -91.678596)"
Miller County,0.06725,"St Elizabeth
(38.255273, -92.267825)"
St Louis County,0.07613,"Moline Acres
(38.747116, -90.241688)"
St Louis County,0.10613,"Richmond Heights Cheshire Cid
(37.540759, -77.433932)"
Texas County,0.061,"Solo
(35.5872, -92.963303)"
Cass County,0.09725,"Raymore Hubach Hill Rd And N Cass Pkwy Tdd And Belton/raymore Interchange Tdd
(40.5672, -124.134399)"
Ray County,0.06225,"Rayville
(32.471559, -91.758127)"
Oregon County,0.09225,"Koshkonong
(36.594605, -91.645685)"
Reynolds County,0.05725,"Reynolds
(41.32966, -90.670281)"
St Louis County,0.07613,"Norwood Court
(38.712446, -90.291795)"
Clay County,0.05225,"Oakwood Park
(39.204701, -94.573417)"
Stone County,0.08975,"Reeds Spring
(36.746478, -93.380496)"
Jackson County,0.08975,"Kansas City Country Club Plaza Tdd
(39.099792, -94.578559)"
Cass County,0.09475,"Raymore 58 Highway Market Regional Cid
(39.267502, -121.537804)"
Scotland County,0.06475,"Rutledge
(39.899778, -75.326923)"
St Louis County,0.08613,"Olivette (t1)
(38.672495, -90.37579)"
Jackson County,0.091,"Lake Lotawana Prairie Township Fire Protection District
(37.384991, -122.107347)"
Wayne County,0.06725,"Mill Spring
(35.297772, -82.161862)"
Miller County,0.05725,"Marys Home
(38.305599, -92.355003)"
Gasconade County,0.0835,"Owensville
(38.101101, -78.575302)"
Stoddard County,0.06663,"Puxico
(36.951184, -90.158863)"
St Charles County,0.08575,"Ofallon Caledonia Cid
(38.590174, -89.910865)"
Taney County,0.061,"Protem
(36.529086, -92.85886)"
Clinton County,0.05725,"Osborn
(32.7556, -80.346397)"
Platte County,0.08475,"Kansas City
(39.099792, -94.578559)"
Cape Girardeau County,0.05225,"New Wells
(37.556099, -89.624397)"
St Louis County,0.08363,"Town And Country (x1)
(43.016642, -78.878854)"
Newton County,0.0585,"Stella
(36.640301, -88.396698)"
